UserID,City,Country
207339, maine, usa
207616, oklahoma,
207782, texas, usa
208147, washington, usa
208406, missouri, usa
208668, oregon, usa
208671, california, usa
208829, new brunswick, canada
209174, ontario, canada
209373, california, usa
209516, suffolk, united kingdom
209756, california, usa
210485, california, usa
210587, michigan, usa
211344, virginia, usa
211426, colorado, usa
212923, minnesota, usa
213126, texas, usa
214786, kentucky, usa
215986, texas, usa
215988, oregon, usa
216466, vermont, usa
216683, california, usa
217121, england, united kingdom
217318, new brunswick, canada
217375, florida, usa
217468, n/a, singapore
217740, madrid, spain
218121, colorado, usa
218552, texas, usa
218568, minnesota, usa
218608, south carolina, usa
219301, massachusetts, usa
219546, indiana, usa
219683, california, usa
220240, texas, usa
220688, massachusetts, usa
221445, oregon, usa
221948, florida, usa
222220, texas, usa
222296, north carolina, usa
223087, california, usa
223154, north carolina, usa
223431, california, usa
223501, california, usa
223644, ontario, canada
224138, california, usa
224249, illinois, usa
224349, maryland, usa
224430, kentucky, usa
224646, england, united kingdom
224764, new jersey, usa
224809, new hampshire, usa
224997, albay, philippines
225087, ontario, canada
225379, nova scotia, canada
225763, california, usa
225810, california, usa
226205, illinois, usa
226545, arizona, usa
226553, alaska, usa
226965, south carolina, usa
227025, saskatchewan, canada
227520, california, usa
227705, connecticut, usa
228021, michigan, usa
228764, california, usa
229011, virginia, usa
229313, michigan, usa
229741, california, usa
230522, colorado, usa
231210, virginia, usa
231237, hawaii, us
232106, colorado, usa
232131, california, usa
232945, rhode island, usa
232964, illinois, usa
232990, oregon, usa
233526, florida, usa
233711, queensland, australia
234165, massachusetts, usa
234359, california, usa
234597, toscana, italy
234828, alaska, usa
235105, missouri, usa
235282, california, usa
235392, missouri, usa
235935, new jersey, usa
236058, california, usa
236172, virginia, usa
236283, florida, usa
236340, victoria, australia
236757, pennsylvania, usa
237271, utah, usa
237534, ontario, canada
237748, minnesota, usa
237990, new york, usa
238065, illinois, usa
238889, idaho, usa
239584, california, usa
239594, vlaams-brabant, belgium
240035, alabama, usa
240144, wisconsin, usa
240219, tennessee, usa
240567, new jersey, usa
240700, maryland, usa
241666, california, usa
241980, virginia, usa
242083, new mexico, usa
242106, virginia, usa
242143, ontario, canada
242299, florida, usa
242646, florida, usa
243065, michigan, usa
243294, louisiana, usa
243360, new york, usa
243879, california, usa
243929, illinois,
243930, seine saint-denis, france
244277, scotland, united kingdom
244286, new jersey, usa
244359, massachusetts, usa
244420, ,
244627, tennessee, usa
244657, illinois, usa
245295, selangor, malaysia
245371, nova scotia, canada
245410, texas, usa
245645, arizona, usa
246311, washington, usa
246507, california, usa
246513, virginia, usa
246634, california, usa
246759, n/a, singapore
247129, sarawak, malaysia
247240, maraval, trinidad and tobago
247447, california, usa
247752, north carolina, usa
248477, tennessee, usa
248718, new york, usa
249628, texas, usa
249862, texas, usa
249894, pennsylvania, usa
250184, washington, usa
250925, ontario, canada
250962, british columbia, canada
251140, california, usa
251164, california, usa
251394, maine, usa
251422, maryland, usa
251843, pennsylvania, usa
251844, lisboa, portugal
252071, wisconsin, usa
252695, nebraska, usa
252820, quebec, canada
253871, maryland, usa
254299, oregon, usa
254465, tennessee, usa
255489, california, usa
256843, south carolina, usa
258270, ap, okinawa
258534, texas, usa
258938, california, usa
259006, michigan, usa
259035, alberta, canada
259259, south carolina, usa
259629, texas, usa
259901, manitoba, canada
260183, ontario, canada
260897, illinois, usa
261829, ap, usa
263163, texas, usa
263325, new brunswick, canada
263877, british columbia, canada
264031, michigan, usa
264321, ontario, canada
264525, manila, philippines
264543, massachusetts, usa
264657, missouri, usa
265115, california, usa
265313, north carolina, usa
265751, california, usa
265889, ontario, canada
266056, alabama, usa
266268, south carolina, usa
266283, washington, usa
266865, virginia, usa
268032, california, usa
268110, ohio, usa
268300, nova scotia, canada
268622, new jersey, usa
268657, selangor darul ehsan, malaysia
269566, washington, usa
270554, new brunswick, canada
270605, illinois, usa
270713, ontario, canada
270801, idaho, usa
270820, wisconsin, usa
271176, kentucky, usa
271195, kentucky, usa
271448, west virginia, usa
271558, nevada, usa
271705, georgia, usa
272573, california, usa
273086, illinois, usa
273113, kansas, usa
273976, california, usa
273979, pennsylvania, usa
274004, london, england
274301, victoria, australia
274308, florida, usa
274393, california, usa
275154, california, usa
276050, new york, usa
276165, nevada, usa
276231, texas, usa
276680, new york, usa
277427, arizona, usa
278633, utah, usa
