UserID,integer_isbn,Rating
7158,92,9
7158,194,8
7158,59,10
7158,389,10
7158,214,7
7158,452,4
7158,276,5
7158,88,9
7283,8,8
7283,503,8
7283,26,10
7283,65,10
7283,1,9
7283,44,10
7283,477,8
7283,246,8
7283,36,9
7283,29,9
7283,50,10
7346,470,8
7346,206,7
7346,220,8
7346,52,9
7346,22,7
7346,157,9
7346,171,7
7346,272,8
7346,43,8
7346,199,7
7346,101,7
7346,45,10
7346,170,6
7346,130,8
7346,183,7
7346,152,8
7346,324,8
7346,358,7
7346,118,8
7346,83,8
7346,96,9
7346,95,10
7346,71,9
7346,479,9
7346,178,8
7346,150,8
7346,212,7
7346,280,8
7346,107,8
7346,232,9
7346,48,8
7346,278,7
7346,246,9
7346,15,8
7346,47,9
7346,426,8
7346,51,8
7346,69,8
7346,94,7
7346,57,8
7346,46,9
7346,136,6
7346,86,8
7346,372,6
7346,29,7
7346,442,8
7915,22,10
7915,201,5
7915,101,3
7915,270,8
7915,9,9
7915,31,7
7915,355,7
7915,213,10
7915,140,9
7915,1,10
7915,28,8
7915,69,10
7915,94,10
7915,54,8
7915,2,10
7915,63,8
8066,490,7
8066,339,7
8066,398,7
8066,336,8
8066,8,8
8066,256,7
8066,6,7
8066,26,7
8066,450,8
8066,312,9
8066,35,9
8066,4,10
8066,294,8
8066,56,9
8067,43,10
8067,84,8
8067,317,10
8067,455,9
8067,229,10
8067,373,10
8067,159,10
8067,421,10
8067,69,10
8067,68,10
8067,57,10
8067,275,7
8067,262,10
8067,32,5
8067,63,10
8067,442,10
8245,517,9
8245,516,8
8245,134,8
8245,467,8
8245,200,8
8245,101,9
8245,169,9
8245,168,8
8245,255,9
8245,60,6
8245,9,10
8245,495,9
8245,58,8
8245,213,7
8245,11,9
8245,49,8
8245,456,8
8245,65,7
8245,450,7
8245,296,7
8245,423,8
8245,2,9
8245,518,8
8245,35,9
8245,224,9
8245,341,6
8253,187,9
8253,3,10
8253,14,10
8253,333,10
8253,27,10
8253,45,8
8253,93,10
8253,281,10
8253,389,10
8253,13,10
8253,268,9
8253,11,9
8253,457,10
8253,456,10
8253,233,10
8253,232,10
8253,48,7
8253,427,8
8253,264,8
8253,375,10
8253,0,10
8253,12,9
8253,70,10
8253,342,10
8253,135,8
8253,19,10
8253,208,10
8253,5,10
8253,98,9
8253,259,9
8454,506,10
8454,119,9
8454,533,8
8454,204,8
8454,8,8
8454,3,10
8454,369,10
8454,217,10
8454,233,8
8454,91,6
8454,427,7
8454,406,6
8454,227,8
8454,277,8
8454,12,9
8454,70,6
8454,35,9
8454,472,8
8454,4,9
8454,88,7
8454,87,8
8454,79,7
8454,77,6
8454,114,9
8454,29,10
8454,135,8
10314,158,7
10314,207,8
10314,258,6
10314,399,9
10314,8,9
10314,157,9
10314,62,7
10314,132,8
10314,13,9
10314,233,7
10314,82,6
10314,211,5
10314,315,6
10314,298,7
10314,116,6
10314,64,7
10314,12,8
10314,2,9
10314,88,6
10314,342,5
10314,34,9
10447,206,6
10447,22,7
10447,289,4
10447,103,3
10447,62,9
10447,133,7
10447,255,9
10447,9,7
10447,434,5
10447,93,9
10447,75,7
10447,90,7
10447,177,6
10447,116,9
10447,451,10
10447,424,3
10447,223,9
10447,114,9
10447,34,8
10447,5,9
10447,445,7
10447,98,9
10560,398,8
10560,8,8
10560,18,8
10560,7,10
10560,255,8
10560,10,10
10560,100,9
10560,163,10
10560,49,10
10560,1,10
10560,229,10
10560,175,8
10560,0,8
10560,2,9
11224,206,8
11224,105,1
11224,439,5
11224,199,8
11224,331,6
11224,412,2
11224,96,6
11224,58,7
11224,37,7
11224,162,5
11224,1,9
11224,380,7
11224,491,5
11224,0,9
11224,63,7
11676,536,8
11676,419,9
11676,340,7
11676,158,7
11676,523,5
11676,207,10
11676,470,9
11676,292,10
11676,258,10
11676,206,7
11676,67,8
11676,105,6
11676,489,10
11676,339,8
11676,310,8
11676,205,10
11676,104,9
11676,146,9
11676,528,8
11676,505,10
11676,145,8
11676,337,6
11676,187,9
11676,220,8
11676,97,6
11676,516,3
11676,441,3
11676,257,9
11676,309,6
11676,22,9
11676,398,10
11676,186,8
11676,336,8
11676,418,8
11676,308,10
11676,397,8
11676,290,10
11676,8,8
11676,289,7
11676,530,8
11676,103,6
11676,417,10
11676,416,8
11676,469,8
11676,468,7
11676,288,8
11676,134,7
11676,171,9
11676,307,3
11676,203,8
11676,370,6
11676,62,4
11676,504,8
11676,144,5
11676,14,10
11676,202,9
11676,201,10
11676,256,9
11676,369,5
11676,273,8
11676,287,10
11676,126,9
11676,240,10
11676,437,7
11676,133,5
11676,200,4
11676,466,10
11676,368,10
11676,535,8
11676,185,8
11676,487,8
11676,512,8
11676,436,10
11676,367,7
11676,21,1
11676,43,10
11676,286,10
11676,199,7
11676,330,5
11676,101,10
11676,502,6
11676,7,10
11676,45,8
11676,465,7
11676,486,9
11676,464,8
11676,463,7
11676,414,9
11676,329,8
11676,485,10
11676,132,7
11676,393,9
11676,521,10
11676,155,7
11676,170,4
11676,112,10
11676,61,10
11676,131,6
11676,219,8
11676,365,7
11676,327,6
11676,270,10
11676,169,10
11676,239,7
11676,285,10
11676,284,7
11676,500,9
11676,499,6
11676,306,10
11676,498,9
11676,269,10
11676,218,8
11676,304,10
11676,484,7
11676,60,10
11676,392,8
11676,217,9
11676,325,8
11676,130,10
11676,143,9
11676,184,8
11676,197,5
11676,166,7
11676,482,10
11676,238,7
11676,152,7
11676,93,10
11676,481,8
11676,165,10
11676,324,7
11676,302,8
11676,6,10
11676,216,8
11676,129,8
11676,237,6
11676,253,8
11676,527,9
11676,215,6
11676,195,10
11676,42,10
11676,252,5
11676,92,7
11676,235,6
11676,433,9
11676,182,9
11676,59,6
11676,234,8
11676,390,10
11676,142,9
11676,124,7
11676,281,9
11676,389,10
11676,359,10
11676,108,8
11676,141,8
11676,357,8
11676,480,8
11676,388,7
11676,164,10
11676,128,8
11676,118,8
11676,26,8
11676,83,8
11676,193,6
11676,96,9
11676,31,7
11676,214,7
11676,95,8
11676,181,8
11676,459,7
11676,123,1
11676,356,7
11676,71,9
11676,355,8
11676,301,7
11676,213,8
11676,30,5
11676,11,1
11676,250,8
11676,267,8
11676,479,10
11676,100,10
11676,39,8
11676,163,9
11676,49,8
11676,38,10
11676,411,9
11676,386,9
11676,354,9
11676,162,8
11676,192,8
11676,180,8
11676,179,6
11676,430,5
11676,353,10
11676,178,8
11676,150,5
11676,429,8
11676,509,5
11676,456,8
11676,352,10
11676,65,9
11676,91,8
11676,383,9
11676,161,10
11676,266,5
11676,248,9
11676,75,8
11676,1,9
11676,299,8
11676,149,10
11676,382,8
11676,350,9
11676,20,9
11676,280,10
11676,247,10
11676,317,10
11676,409,8
11676,316,8
11676,349,7
11676,107,8
11676,455,8
11676,55,10
11676,82,7
11676,494,8
11676,231,5
11676,90,10
11676,348,7
11676,191,6
11676,378,7
11676,89,10
11676,210,9
11676,230,8
11676,279,6
11676,122,5
11676,229,6
11676,16,7
11676,315,8
11676,48,7
11676,44,9
11676,28,6
11676,177,7
11676,298,7
11676,452,7
11676,406,9
11676,508,5
11676,451,7
11676,376,9
11676,147,6
11676,405,3
11676,176,10
11676,493,6
11676,297,10
11676,278,9
11676,73,6
11676,175,9
11676,492,6
11676,174,9
11676,346,7
11676,15,8
11676,375,10
11676,47,10
11676,17,6
11676,41,8
11676,296,7
11676,424,8
11676,227,5
11676,491,9
11676,277,7
11676,423,10
11676,64,8
11676,276,5
11676,245,7
11676,374,10
11676,0,5
11676,475,8
11676,474,3
11676,70,10
11676,422,9
11676,51,10
11676,473,7
11676,137,4
11676,421,5
11676,94,7
11676,57,7
11676,54,8
11676,295,7
11676,80,9
11676,189,9
11676,226,8
11676,36,6
11676,136,8
11676,262,10
11676,312,7
11676,2,10
11676,35,6
11676,225,6
11676,343,10
11676,88,8
11676,294,10
11676,87,3
11676,86,7
11676,79,5
11676,32,8
11676,223,10
11676,342,6
11676,244,8
11676,243,7
11676,403,9
11676,372,10
11676,78,3
11676,242,9
11676,241,10
11676,447,6
11676,222,8
11676,63,8
11676,446,10
11676,77,9
11676,114,8
11676,29,9
11676,221,3
11676,99,10
11676,402,8
11676,56,8
11676,259,10
11676,341,10
11676,444,10
11676,443,9
11676,293,6
12538,310,9
12538,113,8
12538,185,8
12538,27,9
12538,155,7
12538,453,7
12538,51,8
12538,2,9
12538,372,9
12538,98,9
12538,293,10
13273,335,7
13273,288,8
13273,18,8
13273,286,9
13273,6,9
13273,39,9
13273,410,5
13273,248,5
13273,1,9
13273,428,5
13273,299,7
13273,348,9
13273,406,10
13273,374,5
13273,0,8
13273,12,9
13273,159,7
13273,136,7
13273,223,8
13273,19,9
13552,22,9
13552,290,9
13552,8,10
13552,326,8
13552,283,8
13552,499,9
13552,218,7
13552,305,7
13552,304,8
13552,166,10
13552,108,8
13552,387,8
13552,96,8
13552,58,9
13552,117,8
13552,71,8
13552,37,7
13552,25,9
13552,24,9
13552,300,7
13552,162,9
13552,178,8
13552,1,10
13552,20,10
13552,89,7
13552,230,8
13552,175,10
13552,473,8
13552,188,9
13552,87,9
13552,442,7
13850,400,6
13850,489,6
13850,338,9
13850,22,5
13850,237,9
13850,13,9
13850,20,10
13850,106,10
13850,296,10
13850,23,9
13850,56,10
13850,443,7
14422,206,7
14422,53,9
14422,8,9
14422,288,7
14422,102,5
14422,201,5
14422,112,8
14422,326,9
14422,60,4
14422,108,7
14422,510,9
14422,16,8
14422,246,8
14422,426,9
14422,491,7
14422,12,9
14422,34,9
14422,5,9
14521,328,10
14521,253,5
14521,123,10
14521,30,5
14521,250,5
14521,1,10
14521,15,10
14521,404,10
14521,78,10
14521,222,5
15049,400,8
15049,489,8
15049,310,8
15049,205,8
15049,104,8
15049,440,8
15049,154,8
15049,111,8
15049,242,9
15049,443,8
15602,8,10
15602,144,8
15602,535,8
15602,249,9
15602,266,9
15602,1,9
15602,428,7
15602,349,9
15602,107,8
15602,55,9
15602,315,7
15602,139,8
15602,109,9
15602,64,10
15602,0,9
15602,81,8
15602,80,10
15602,189,7
15602,448,7
15602,4,10
15602,87,10
16009,22,6
16009,157,8
16009,435,9
16009,124,6
16009,193,8
16009,349,6
16009,107,7
16009,296,5
16009,114,9
16009,29,9
16106,53,10
16106,257,9
16106,18,10
16106,434,7
16106,481,8
16106,212,10
16106,44,9
16106,451,10
16106,493,7
16106,36,8
16106,29,7
16634,14,8
16634,303,10
16634,93,8
16634,358,7
16634,431,8
16634,30,7
16634,76,8
16634,348,9
16634,279,7
16634,122,10
16634,139,3
16634,190,10
16634,41,10
16634,81,8
16634,85,8
16634,443,7
16718,206,9
16718,309,9
16718,22,10
16718,204,10
16718,8,10
16718,330,10
16718,59,9
16718,349,10
16718,55,10
16718,4,8
16795,158,9
16795,258,8
16795,127,10
16795,506,10
16795,310,9
16795,104,9
16795,257,7
16795,309,9
16795,22,8
16795,399,10
16795,8,9
16795,103,9
16795,335,9
16795,468,8
16795,134,7
16795,62,7
16795,144,6
16795,113,9
16795,201,7
16795,467,7
16795,126,5
16795,437,8
16795,133,7
16795,27,10
16795,43,7
16795,286,10
16795,330,7
16795,465,8
16795,329,8
16795,155,8
16795,169,5
16795,111,7
16795,285,8
16795,284,9
16795,167,8
16795,143,8
16795,282,8
16795,481,7
16795,6,8
16795,195,6
16795,42,9
16795,252,8
16795,92,8
16795,151,9
16795,59,10
16795,281,9
16795,359,6
16795,108,9
16795,141,8
16795,322,9
16795,31,9
16795,214,5
16795,181,5
16795,123,9
16795,117,5
16795,355,8
16795,25,6
16795,30,5
16795,250,9
16795,386,5
16795,179,9
16795,509,7
16795,91,9
16795,75,10
16795,1,10
16795,299,8
16795,320,9
16795,110,5
16795,408,7
16795,379,6
16795,211,8
16795,122,6
16795,16,9
16795,48,4
16795,44,5
16795,28,7
16795,407,8
16795,452,8
16795,406,10
16795,121,8
16795,147,9
16795,405,8
16795,176,5
16795,160,5
16795,492,8
16795,174,7
16795,106,8
16795,120,8
16795,491,9
16795,23,8
16795,276,9
16795,0,10
16795,70,9
16795,422,8
16795,69,6
16795,57,8
16795,295,9
16795,80,8
16795,189,9
16795,2,9
16795,225,10
16795,4,10
16795,88,9
16795,274,6
16795,243,9
16795,78,8
16795,241,8
16795,63,9
16795,34,7
16795,19,4
17003,187,8
17003,52,8
17003,3,8
17003,256,9
17003,217,10
17003,124,10
17003,17,7
17003,64,7
17003,0,9
17003,263,8
17003,80,10
17003,343,9
17003,99,10
17003,402,5
17003,401,10
17003,98,10
17003,85,10
17761,8,7
17761,43,9
17761,101,5
17761,170,9
17761,61,9
17761,66,9
17761,131,9
17761,198,9
17761,88,5
17761,63,9
17859,488,5
17859,436,9
17859,393,10
17859,238,10
17859,358,10
17859,31,9
17859,385,10
17859,162,10
17859,178,10
17859,210,10
17859,422,10
17950,258,8
17950,187,2
17950,291,5
17950,134,8
17950,307,5
17950,102,5
17950,3,9
17950,366,7
17950,155,8
17950,60,5
17950,92,10
17950,59,6
17950,432,7
17950,108,9
17950,13,8
17950,30,5
17950,24,5
17950,319,5
17950,382,5
17950,381,5
17950,20,8
17950,454,8
17950,211,3
17950,298,8
17950,74,4
17950,23,9
17950,78,10
19573,506,9
19573,67,9
19573,9,9
19573,461,8
19573,26,10
19573,494,6
19573,121,6
19573,12,5
19573,261,5
19573,260,10
20060,336,9
20060,397,3
20060,437,7
20060,237,9
20060,527,9
20060,215,10
20060,118,9
20060,510,10
20060,58,9
20060,459,8
20060,11,9
20060,321,2
20060,386,10
20180,207,10
20180,157,8
20180,3,10
20180,133,10
20180,170,8
20180,112,8
20180,61,8
20180,131,8
20180,198,8
20180,197,10
20180,254,8
20180,152,8
20180,6,8
20180,121,8
20180,264,8
20180,312,8
20180,2,10
20180,87,8
20180,32,5
20180,243,9
20180,447,8
20180,34,8
20180,19,8
20180,5,10
20180,56,8
21011,292,7
21011,103,8
21011,468,8
21011,369,8
21011,428,10
21011,265,7
21011,121,8
21011,12,8
21011,295,5
21011,189,8
21011,35,7
21011,4,10
21011,221,10
21011,98,8
21014,340,2
21014,339,9
21014,14,7
21014,113,7
21014,126,8
21014,133,7
21014,286,8
21014,155,8
21014,169,5
21014,154,9
21014,111,10
21014,255,5
21014,9,8
21014,197,8
21014,193,8
21014,355,8
21014,250,8
21014,49,9
21014,192,8
21014,180,8
21014,179,7
21014,353,7
21014,150,8
21014,65,8
21014,428,8
21014,408,3
21014,107,6
21014,230,8
21014,48,8
21014,44,4
21014,265,7
21014,116,8
21014,508,8
21014,160,8
21014,15,5
21014,424,8
21014,228,8
21014,491,6
21014,70,8
21014,81,7
21014,68,6
21014,80,8
21014,36,7
21014,2,9
21014,343,10
21014,86,8
21014,79,8
21014,342,3
21014,404,8
21014,243,8
21014,78,8
21014,242,10
21014,260,8
21014,524,8
21014,5,8
21014,401,8
21014,98,8
21014,444,7
21404,105,3
21404,145,7
21404,289,7
21404,132,8
21404,327,8
21404,303,8
21404,183,5
21404,110,7
21404,232,7
21404,148,8
21404,44,9
21404,476,6
21404,78,8
21404,135,8
21404,5,7
21576,419,10
21576,67,6
21576,22,7
21576,504,9
21576,21,8
21576,13,8
21576,10,9
21576,100,9
21576,163,8
21576,20,8
21576,16,8
21576,74,7
21576,106,8
21576,5,7
21576,56,8
21659,62,8
21659,366,10
21659,413,4
21659,108,10
21659,31,8
21659,95,10
21659,355,8
21659,25,10
21659,11,10
21659,162,8
21659,317,10
21659,68,10
22074,53,9
22074,186,9
22074,62,8
22074,3,10
22074,43,9
22074,66,6
22074,484,9
22074,26,9
22074,83,7
22074,510,7
22074,71,7
22074,25,8
22074,478,9
22074,380,9
22074,313,10
22074,2,9
22074,19,9
22074,56,9
22252,3,6
22252,45,10
22252,184,6
22252,125,6
22252,250,9
22252,39,10
22252,33,10
22252,38,10
22252,36,1
22252,87,7
22252,259,7
22625,22,9
22625,103,9
22625,203,8
22625,3,10
22625,14,10
22625,201,10
22625,200,8
22625,7,10
22625,154,10
22625,60,8
22625,325,9
22625,303,9
22625,359,9
22625,10,10
22625,38,10
22625,192,9
22625,179,9
22625,65,9
22625,149,10
22625,20,10
22625,379,10
22625,211,9
22625,16,9
22625,28,10
22625,74,10
22625,121,9
22625,160,10
22625,190,10
22625,72,10
22625,172,10
22625,491,8
22625,23,10
22625,0,10
22625,12,10
22625,4,9
22625,224,10
22625,525,10
22625,77,10
22625,135,9
22625,19,9
23511,43,9
23511,485,9
23511,481,10
23511,151,10
23511,96,8
23511,71,10
23511,37,10
23511,30,10
23511,210,10
23511,29,4
23768,119,5
23768,8,7
23768,307,6
23768,366,5
23768,361,8
23768,389,6
23768,322,8
23768,75,6
23768,89,8
23768,314,7
23768,407,8
23768,0,7
23768,262,8
23768,63,8
23768,50,8
23768,208,8
23872,292,10
23872,127,8
23872,528,10
23872,62,8
23872,219,7
23872,167,7
23872,84,7
23872,301,9
23872,24,9
23872,39,10
23872,33,10
23872,38,10
23872,347,10
23872,73,8
23872,47,6
23872,106,9
23872,120,10
23872,17,9
23872,41,10
23872,46,10
23872,445,7
23902,158,8
23902,515,10
23902,102,7
23902,144,10
23902,201,9
23902,415,10
23902,66,7
23902,130,9
23902,434,7
23902,362,8
23902,13,7
23902,26,6
23902,37,5
23902,213,5
23902,11,5
23902,428,8
23902,381,6
23902,350,8
23902,408,8
23902,279,8
23902,427,9
23902,476,10
23902,160,9
23902,15,7
23902,375,10
23902,47,10
23902,46,5
23902,448,8
23902,224,8
23902,87,10
23902,32,9
23902,342,9
23902,404,7
23902,525,10
23902,135,8
24433,533,9
24433,156,8
24433,126,8
24433,383,8
24433,148,8
24433,476,8
24433,47,9
24433,0,8
24433,371,9
24433,135,7
24433,260,8
24433,19,9
24433,341,8
25409,119,6
25409,257,10
25409,290,10
25409,8,10
25409,253,7
25409,357,8
25409,10,10
25409,39,10
25409,411,10
25409,55,9
25409,229,7
25409,313,8
25409,493,10
25409,423,10
25409,137,9
25409,446,9
25409,442,9
25981,310,5
25981,97,5
25981,307,10
25981,396,10
25981,362,5
25981,165,5
25981,84,5
25981,83,5
25981,352,5
25981,248,5
25981,299,10
25981,477,10
25981,246,5
25981,120,5
25981,137,10
25981,159,10
25981,69,10
25981,68,10
25981,54,10
25981,275,10
25981,136,10
26057,289,8
26057,199,10
26057,45,10
26057,9,8
26057,20,10
26057,15,9
26057,36,10
26057,401,7
26057,98,10
26057,341,8
26544,287,9
26544,487,8
26544,218,9
26544,9,10
26544,434,7
26544,6,5
26544,192,9
26544,74,5
26544,296,9
26544,2,9
27472,310,9
27472,308,8
27472,335,6
27472,14,8
27472,272,10
27472,466,8
27472,414,8
27472,66,5
27472,169,9
27472,527,9
27472,42,8
27472,59,7
27472,13,10
27472,128,10
27472,214,9
27472,301,10
27472,11,8
27472,232,8
27472,175,10
27472,492,8
27472,0,10
27472,81,7
27472,372,10
27472,5,10
28177,127,9
28177,146,10
28177,113,7
28177,133,6
28177,271,8
28177,484,10
28177,235,6
28177,141,7
28177,320,7
28177,20,9
28177,16,10
28177,44,6
28177,314,4
28177,177,10
28177,298,9
28177,116,7
28177,189,8
28177,35,9
28177,261,8
28177,222,9
28177,29,8
28177,135,5
28177,34,5
28177,19,10
28177,341,6
28634,171,10
28634,203,10
28634,102,10
28634,133,10
28634,271,10
28634,464,10
28634,252,10
28634,92,10
28634,108,10
28634,387,10
28634,26,9
28634,214,9
28634,181,10
28634,71,10
28634,37,10
28634,25,10
28634,24,10
28634,11,10
28634,40,10
28634,321,10
28634,354,10
28634,300,9
28634,150,10
28634,161,9
28634,230,9
28634,278,7
28634,15,9
28634,0,10
28634,46,10
28634,32,7
29209,18,7
29209,465,8
29209,255,5
29209,9,10
29209,496,7
29209,42,5
29209,510,5
29209,351,7
29209,106,9
29209,224,8
29209,223,6
29259,529,10
29259,258,10
29259,206,10
29259,400,10
29259,489,10
29259,9,9
29259,11,9
29259,178,10
29259,150,10
29259,89,10
29259,210,10
29259,15,5
29259,17,10
29259,41,10
29259,4,10
29259,56,7
29526,439,10
29526,286,10
29526,199,10
29526,330,10
29526,45,10
29526,39,10
29526,33,10
29526,38,10
29526,75,10
29526,319,10
29526,148,9
29526,405,9
29526,70,10
29526,2,10
29526,341,10
29526,507,10
29855,488,5
29855,108,9
29855,150,10
29855,408,9
29855,82,6
29855,90,8
29855,121,6
29855,277,7
29855,0,9
29855,12,8
30276,52,6
30276,102,7
30276,144,6
30276,273,8
30276,219,6
30276,285,8
30276,304,6
30276,42,8
30276,140,7
30276,1,8
30276,12,6
30276,421,7
30276,63,7
30487,119,8
30487,8,8
30487,126,6
30487,331,7
30487,366,7
30487,165,9
30487,26,8
30487,95,6
30487,37,7
30487,456,8
30487,428,9
30487,82,6
30487,70,7
30487,2,8
30487,342,7
30487,99,7
30511,523,6
30511,365,7
30511,169,5
30511,9,7
30511,379,6
30511,347,7
30511,190,6
30511,35,9
30511,342,7
30511,534,8
30511,29,6
30533,145,8
30533,52,8
30533,186,8
30533,468,7
30533,62,8
30533,200,8
30533,21,7
30533,7,9
30533,270,9
30533,497,6
30533,388,9
30533,387,7
30533,96,6
30533,31,7
30533,110,8
30533,48,9
30533,106,10
30533,223,9
30533,19,8
30711,127,8
30711,528,7
30711,61,8
30711,484,8
30711,238,8
30711,6,8
30711,389,6
30711,128,9
30711,10,8
30711,38,7
30711,107,8
30711,232,8
30711,347,7
30711,526,6
30711,525,8
30711,56,8
30735,187,9
30735,291,7
30735,27,8
30735,7,10
30735,45,10
30735,170,10
30735,112,10
30735,61,10
30735,66,10
30735,131,10
30735,198,10
30735,111,9
30735,254,10
30735,183,10
30735,152,10
30735,460,9
30735,10,10
30735,39,10
30735,33,9
30735,49,9
30735,38,9
30735,410,10
30735,20,10
30735,122,9
30735,160,5
30735,190,9
30735,68,10
30735,57,10
30735,2,10
30735,188,4
30735,243,9
30735,56,8
30972,105,1
30972,513,8
30972,200,9
30972,436,7
30972,393,8
30972,169,8
30972,60,9
30972,360,8
30972,496,9
30972,433,5
30972,84,6
30972,194,9
30972,142,7
30972,26,9
30972,123,8
30972,11,8
30972,385,5
30972,180,9
30972,353,8
30972,230,8
30972,44,8
30972,12,9
30972,294,7
30972,5,10
30994,14,10
30994,200,9
30994,485,8
30994,392,9
30994,361,6
30994,26,9
30994,213,10
30994,11,10
30994,44,9
30994,177,8
30994,176,10
30994,77,10
30994,19,10
30994,402,10
30994,98,10
31315,309,7
31315,469,10
31315,307,9
31315,287,9
31315,154,10
31315,182,10
31315,431,10
31315,96,10
31315,25,6
31315,162,9
31315,149,6
31315,319,4
31315,382,10
31315,317,8
31315,16,9
31315,41,10
31315,277,8
31315,276,10
31315,245,10
31315,374,10
31315,88,9
31393,145,8
31393,186,8
31393,171,5
31393,7,10
31393,269,5
31393,60,8
31393,193,8
31393,163,5
31393,49,10
31393,91,5
31393,247,7
31393,28,8
31393,375,8
31393,47,10
31393,72,5
31393,4,8
31393,79,6
31393,222,8
31393,524,8
31393,19,8
31393,259,9
31556,127,8
31556,97,8
31556,7,8
31556,112,7
31556,239,8
31556,9,8
31556,13,10
31556,164,10
31556,140,8
31556,173,9
31556,72,9
31556,23,5
31556,78,7
31556,371,8
31556,443,5
31826,105,1
31826,308,10
31826,335,10
31826,513,10
31826,333,10
31826,273,10
31826,438,10
31826,240,7
31826,271,10
31826,185,10
31826,436,10
31826,367,10
31826,395,10
31826,465,10
31826,414,10
31826,329,10
31826,143,9
31826,282,10
31826,153,10
31826,184,10
31826,125,10
31826,166,10
31826,1,10
31826,279,10
31826,492,10
32148,157,10
32148,417,5
32148,43,7
32148,84,9
32148,212,8
32148,455,7
32148,28,9
32148,116,10
32148,176,3
32148,54,8
32148,63,9
32440,291,9
32440,186,7
32440,515,7
32440,134,9
32440,334,2
32440,369,9
32440,511,8
32440,9,9
32440,84,6
32440,234,7
32440,352,9
32440,350,9
32440,231,7
32440,210,7
32440,279,8
32440,16,8
32440,94,5
32440,35,9
32440,4,9
32599,418,7
32599,240,8
32599,133,7
32599,130,7
32599,167,8
32599,282,8
32599,40,8
32599,76,9
32599,106,7
32599,208,9
32773,400,9
32773,332,9
32773,272,9
32773,7,9
32773,431,9
32773,251,9
32773,213,9
32773,140,9
32773,76,4
