integer_isbn,UserID,Rating
470,7346,8
206,7346,7
220,7346,8
52,7346,9
22,7346,7
157,7346,9
171,7346,7
272,7346,8
43,7346,8
199,7346,7
101,7346,7
45,7346,10
170,7346,6
130,7346,8
183,7346,7
152,7346,8
324,7346,8
358,7346,7
118,7346,8
83,7346,8
96,7346,9
95,7346,10
71,7346,9
479,7346,9
178,7346,8
150,7346,8
212,7346,7
280,7346,8
107,7346,8
232,7346,9
48,7346,8
278,7346,7
246,7346,9
15,7346,8
47,7346,9
426,7346,8
51,7346,8
69,7346,8
94,7346,7
57,7346,8
46,7346,9
136,7346,6
86,7346,8
372,7346,6
29,7346,7
442,7346,8
22,7915,10
201,7915,5
101,7915,3
270,7915,8
9,7915,9
31,7915,7
355,7915,7
213,7915,10
140,7915,9
1,7915,10
28,7915,8
69,7915,10
94,7915,10
54,7915,8
2,7915,10
63,7915,8
490,8066,7
339,8066,7
398,8066,7
336,8066,8
8,8066,8
256,8066,7
6,8066,7
26,8066,7
450,8066,8
312,8066,9
35,8066,9
4,8066,10
294,8066,8
56,8066,9
43,8067,10
84,8067,8
317,8067,10
455,8067,9
229,8067,10
373,8067,10
159,8067,10
421,8067,10
69,8067,10
68,8067,10
57,8067,10
275,8067,7
262,8067,10
32,8067,5
63,8067,10
442,8067,10
517,8245,9
516,8245,8
134,8245,8
467,8245,8
200,8245,8
101,8245,9
169,8245,9
168,8245,8
255,8245,9
60,8245,6
9,8245,10
495,8245,9
58,8245,8
213,8245,7
11,8245,9
49,8245,8
456,8245,8
65,8245,7
450,8245,7
296,8245,7
423,8245,8
2,8245,9
518,8245,8
35,8245,9
224,8245,9
341,8245,6
187,8253,9
3,8253,10
14,8253,10
333,8253,10
27,8253,10
45,8253,8
93,8253,10
281,8253,10
389,8253,10
13,8253,10
268,8253,9
11,8253,9
457,8253,10
456,8253,10
233,8253,10
232,8253,10
48,8253,7
427,8253,8
264,8253,8
375,8253,10
0,8253,10
12,8253,9
70,8253,10
342,8253,10
135,8253,8
19,8253,10
208,8253,10
5,8253,10
98,8253,9
259,8253,9
506,8454,10
119,8454,9
533,8454,8
204,8454,8
8,8454,8
3,8454,10
369,8454,10
217,8454,10
233,8454,8
91,8454,6
427,8454,7
406,8454,6
227,8454,8
277,8454,8
12,8454,9
70,8454,6
35,8454,9
472,8454,8
4,8454,9
88,8454,7
87,8454,8
79,8454,7
77,8454,6
114,8454,9
29,8454,10
135,8454,8
158,10314,7
207,10314,8
258,10314,6
399,10314,9
8,10314,9
157,10314,9
62,10314,7
132,10314,8
13,10314,9
233,10314,7
82,10314,6
211,10314,5
315,10314,6
298,10314,7
116,10314,6
64,10314,7
12,10314,8
2,10314,9
88,10314,6
342,10314,5
34,10314,9
206,10447,6
22,10447,7
289,10447,4
103,10447,3
62,10447,9
133,10447,7
255,10447,9
9,10447,7
434,10447,5
93,10447,9
75,10447,7
90,10447,7
177,10447,6
116,10447,9
451,10447,10
424,10447,3
223,10447,9
114,10447,9
34,10447,8
5,10447,9
445,10447,7
98,10447,9
398,10560,8
8,10560,8
18,10560,8
7,10560,10
255,10560,8
10,10560,10
100,10560,9
163,10560,10
49,10560,10
1,10560,10
229,10560,10
175,10560,8
0,10560,8
2,10560,9
206,11224,8
105,11224,1
439,11224,5
199,11224,8
331,11224,6
412,11224,2
96,11224,6
58,11224,7
37,11224,7
162,11224,5
1,11224,9
380,11224,7
491,11224,5
0,11224,9
63,11224,7
536,11676,8
419,11676,9
340,11676,7
158,11676,7
523,11676,5
207,11676,10
470,11676,9
292,11676,10
258,11676,10
206,11676,7
67,11676,8
105,11676,6
489,11676,10
339,11676,8
310,11676,8
205,11676,10
104,11676,9
146,11676,9
528,11676,8
505,11676,10
145,11676,8
337,11676,6
187,11676,9
220,11676,8
97,11676,6
516,11676,3
441,11676,3
257,11676,9
309,11676,6
22,11676,9
398,11676,10
186,11676,8
336,11676,8
418,11676,8
308,11676,10
397,11676,8
290,11676,10
8,11676,8
289,11676,7
530,11676,8
103,11676,6
417,11676,10
416,11676,8
469,11676,8
468,11676,7
288,11676,8
134,11676,7
171,11676,9
307,11676,3
203,11676,8
370,11676,6
62,11676,4
504,11676,8
144,11676,5
14,11676,10
202,11676,9
201,11676,10
256,11676,9
369,11676,5
273,11676,8
287,11676,10
126,11676,9
240,11676,10
437,11676,7
133,11676,5
200,11676,4
466,11676,10
368,11676,10
535,11676,8
185,11676,8
487,11676,8
512,11676,8
436,11676,10
367,11676,7
21,11676,1
43,11676,10
286,11676,10
199,11676,7
330,11676,5
101,11676,10
502,11676,6
7,11676,10
45,11676,8
465,11676,7
486,11676,9
464,11676,8
463,11676,7
414,11676,9
329,11676,8
485,11676,10
132,11676,7
393,11676,9
521,11676,10
155,11676,7
170,11676,4
112,11676,10
61,11676,10
131,11676,6
219,11676,8
365,11676,7
327,11676,6
270,11676,10
169,11676,10
239,11676,7
285,11676,10
284,11676,7
500,11676,9
499,11676,6
306,11676,10
498,11676,9
269,11676,10
218,11676,8
304,11676,10
484,11676,7
60,11676,10
392,11676,8
217,11676,9
325,11676,8
130,11676,10
143,11676,9
184,11676,8
197,11676,5
166,11676,7
482,11676,10
238,11676,7
152,11676,7
93,11676,10
481,11676,8
165,11676,10
324,11676,7
302,11676,8
6,11676,10
216,11676,8
129,11676,8
237,11676,6
253,11676,8
527,11676,9
215,11676,6
195,11676,10
42,11676,10
252,11676,5
92,11676,7
235,11676,6
433,11676,9
182,11676,9
59,11676,6
234,11676,8
390,11676,10
142,11676,9
124,11676,7
281,11676,9
389,11676,10
359,11676,10
108,11676,8
141,11676,8
357,11676,8
480,11676,8
388,11676,7
164,11676,10
128,11676,8
118,11676,8
26,11676,8
83,11676,8
193,11676,6
96,11676,9
31,11676,7
214,11676,7
95,11676,8
181,11676,8
459,11676,7
123,11676,1
356,11676,7
71,11676,9
355,11676,8
301,11676,7
213,11676,8
30,11676,5
11,11676,1
250,11676,8
267,11676,8
479,11676,10
100,11676,10
39,11676,8
163,11676,9
49,11676,8
38,11676,10
411,11676,9
386,11676,9
354,11676,9
162,11676,8
192,11676,8
180,11676,8
179,11676,6
430,11676,5
353,11676,10
178,11676,8
150,11676,5
429,11676,8
509,11676,5
456,11676,8
352,11676,10
65,11676,9
91,11676,8
383,11676,9
161,11676,10
266,11676,5
248,11676,9
75,11676,8
1,11676,9
299,11676,8
149,11676,10
382,11676,8
350,11676,9
20,11676,9
280,11676,10
247,11676,10
317,11676,10
409,11676,8
316,11676,8
349,11676,7
107,11676,8
455,11676,8
55,11676,10
82,11676,7
494,11676,8
231,11676,5
90,11676,10
348,11676,7
191,11676,6
378,11676,7
89,11676,10
210,11676,9
230,11676,8
279,11676,6
122,11676,5
229,11676,6
16,11676,7
315,11676,8
48,11676,7
44,11676,9
28,11676,6
177,11676,7
298,11676,7
452,11676,7
406,11676,9
508,11676,5
451,11676,7
376,11676,9
147,11676,6
405,11676,3
176,11676,10
493,11676,6
297,11676,10
278,11676,9
73,11676,6
175,11676,9
492,11676,6
174,11676,9
346,11676,7
15,11676,8
375,11676,10
47,11676,10
17,11676,6
41,11676,8
296,11676,7
424,11676,8
227,11676,5
491,11676,9
277,11676,7
423,11676,10
64,11676,8
276,11676,5
245,11676,7
374,11676,10
0,11676,5
475,11676,8
474,11676,3
70,11676,10
422,11676,9
51,11676,10
473,11676,7
137,11676,4
421,11676,5
94,11676,7
57,11676,7
54,11676,8
295,11676,7
80,11676,9
189,11676,9
226,11676,8
36,11676,6
136,11676,8
262,11676,10
312,11676,7
2,11676,10
35,11676,6
225,11676,6
343,11676,10
88,11676,8
294,11676,10
87,11676,3
86,11676,7
79,11676,5
32,11676,8
223,11676,10
342,11676,6
244,11676,8
243,11676,7
403,11676,9
372,11676,10
78,11676,3
242,11676,9
241,11676,10
447,11676,6
222,11676,8
63,11676,8
446,11676,10
77,11676,9
114,11676,8
29,11676,9
221,11676,3
99,11676,10
402,11676,8
56,11676,8
259,11676,10
341,11676,10
444,11676,10
443,11676,9
293,11676,6
310,12538,9
113,12538,8
185,12538,8
27,12538,9
155,12538,7
453,12538,7
51,12538,8
2,12538,9
372,12538,9
98,12538,9
293,12538,10
335,13273,7
288,13273,8
18,13273,8
286,13273,9
6,13273,9
39,13273,9
410,13273,5
248,13273,5
1,13273,9
428,13273,5
299,13273,7
348,13273,9
406,13273,10
374,13273,5
0,13273,8
12,13273,9
159,13273,7
136,13273,7
223,13273,8
19,13273,9
22,13552,9
290,13552,9
8,13552,10
326,13552,8
283,13552,8
499,13552,9
218,13552,7
305,13552,7
304,13552,8
166,13552,10
108,13552,8
387,13552,8
96,13552,8
58,13552,9
117,13552,8
71,13552,8
37,13552,7
25,13552,9
24,13552,9
300,13552,7
162,13552,9
178,13552,8
1,13552,10
20,13552,10
89,13552,7
230,13552,8
175,13552,10
473,13552,8
188,13552,9
87,13552,9
442,13552,7
400,13850,6
489,13850,6
338,13850,9
22,13850,5
237,13850,9
13,13850,9
20,13850,10
106,13850,10
296,13850,10
23,13850,9
56,13850,10
443,13850,7
206,14422,7
53,14422,9
8,14422,9
288,14422,7
102,14422,5
201,14422,5
112,14422,8
326,14422,9
60,14422,4
108,14422,7
510,14422,9
16,14422,8
246,14422,8
426,14422,9
491,14422,7
12,14422,9
34,14422,9
5,14422,9
328,14521,10
253,14521,5
123,14521,10
30,14521,5
250,14521,5
1,14521,10
15,14521,10
404,14521,10
78,14521,10
222,14521,5
400,15049,8
489,15049,8
310,15049,8
205,15049,8
104,15049,8
440,15049,8
154,15049,8
111,15049,8
242,15049,9
443,15049,8
8,15602,10
144,15602,8
535,15602,8
249,15602,9
266,15602,9
1,15602,9
428,15602,7
349,15602,9
107,15602,8
55,15602,9
315,15602,7
139,15602,8
109,15602,9
64,15602,10
0,15602,9
81,15602,8
80,15602,10
189,15602,7
448,15602,7
4,15602,10
87,15602,10
22,16009,6
157,16009,8
435,16009,9
124,16009,6
193,16009,8
349,16009,6
107,16009,7
296,16009,5
114,16009,9
29,16009,9
53,16106,10
257,16106,9
18,16106,10
434,16106,7
481,16106,8
212,16106,10
44,16106,9
451,16106,10
493,16106,7
36,16106,8
29,16106,7
14,16634,8
303,16634,10
93,16634,8
358,16634,7
431,16634,8
30,16634,7
76,16634,8
348,16634,9
279,16634,7
122,16634,10
139,16634,3
190,16634,10
41,16634,10
81,16634,8
85,16634,8
443,16634,7
206,16718,9
309,16718,9
22,16718,10
204,16718,10
8,16718,10
330,16718,10
59,16718,9
349,16718,10
55,16718,10
4,16718,8
158,16795,9
258,16795,8
127,16795,10
506,16795,10
310,16795,9
104,16795,9
257,16795,7
309,16795,9
22,16795,8
399,16795,10
8,16795,9
103,16795,9
335,16795,9
468,16795,8
134,16795,7
62,16795,7
144,16795,6
113,16795,9
201,16795,7
467,16795,7
126,16795,5
437,16795,8
133,16795,7
27,16795,10
43,16795,7
286,16795,10
330,16795,7
465,16795,8
329,16795,8
155,16795,8
169,16795,5
111,16795,7
285,16795,8
284,16795,9
167,16795,8
143,16795,8
282,16795,8
481,16795,7
6,16795,8
195,16795,6
42,16795,9
252,16795,8
92,16795,8
151,16795,9
59,16795,10
281,16795,9
359,16795,6
108,16795,9
141,16795,8
322,16795,9
31,16795,9
214,16795,5
181,16795,5
123,16795,9
117,16795,5
355,16795,8
25,16795,6
30,16795,5
250,16795,9
386,16795,5
179,16795,9
509,16795,7
91,16795,9
75,16795,10
1,16795,10
299,16795,8
320,16795,9
110,16795,5
408,16795,7
379,16795,6
211,16795,8
122,16795,6
16,16795,9
48,16795,4
44,16795,5
28,16795,7
407,16795,8
452,16795,8
406,16795,10
121,16795,8
147,16795,9
405,16795,8
176,16795,5
160,16795,5
492,16795,8
174,16795,7
106,16795,8
120,16795,8
491,16795,9
23,16795,8
276,16795,9
0,16795,10
70,16795,9
422,16795,8
69,16795,6
57,16795,8
295,16795,9
80,16795,8
189,16795,9
2,16795,9
225,16795,10
4,16795,10
88,16795,9
274,16795,6
243,16795,9
78,16795,8
241,16795,8
63,16795,9
34,16795,7
19,16795,4
187,17003,8
52,17003,8
3,17003,8
256,17003,9
217,17003,10
124,17003,10
17,17003,7
64,17003,7
0,17003,9
263,17003,8
80,17003,10
343,17003,9
99,17003,10
402,17003,5
401,17003,10
98,17003,10
85,17003,10
8,17761,7
43,17761,9
101,17761,5
170,17761,9
61,17761,9
66,17761,9
131,17761,9
198,17761,9
88,17761,5
63,17761,9
488,17859,5
436,17859,9
393,17859,10
238,17859,10
358,17859,10
31,17859,9
385,17859,10
162,17859,10
178,17859,10
210,17859,10
422,17859,10
258,17950,8
187,17950,2
291,17950,5
134,17950,8
307,17950,5
102,17950,5
3,17950,9
366,17950,7
155,17950,8
60,17950,5
92,17950,10
59,17950,6
432,17950,7
108,17950,9
13,17950,8
30,17950,5
24,17950,5
319,17950,5
382,17950,5
381,17950,5
20,17950,8
454,17950,8
211,17950,3
298,17950,8
74,17950,4
23,17950,9
78,17950,10
506,19573,9
67,19573,9
9,19573,9
461,19573,8
26,19573,10
494,19573,6
121,19573,6
12,19573,5
261,19573,5
260,19573,10
336,20060,9
397,20060,3
437,20060,7
237,20060,9
527,20060,9
215,20060,10
118,20060,9
510,20060,10
58,20060,9
459,20060,8
11,20060,9
321,20060,2
386,20060,10
207,20180,10
157,20180,8
3,20180,10
133,20180,10
170,20180,8
112,20180,8
61,20180,8
131,20180,8
198,20180,8
197,20180,10
254,20180,8
152,20180,8
6,20180,8
121,20180,8
264,20180,8
312,20180,8
2,20180,10
87,20180,8
32,20180,5
243,20180,9
447,20180,8
34,20180,8
19,20180,8
5,20180,10
56,20180,8
292,21011,7
103,21011,8
468,21011,8
369,21011,8
428,21011,10
265,21011,7
121,21011,8
12,21011,8
295,21011,5
189,21011,8
35,21011,7
4,21011,10
221,21011,10
98,21011,8
340,21014,2
339,21014,9
14,21014,7
113,21014,7
126,21014,8
133,21014,7
286,21014,8
155,21014,8
169,21014,5
154,21014,9
111,21014,10
255,21014,5
9,21014,8
197,21014,8
193,21014,8
355,21014,8
250,21014,8
49,21014,9
192,21014,8
180,21014,8
179,21014,7
353,21014,7
150,21014,8
65,21014,8
428,21014,8
408,21014,3
107,21014,6
230,21014,8
48,21014,8
44,21014,4
265,21014,7
116,21014,8
508,21014,8
160,21014,8
15,21014,5
424,21014,8
228,21014,8
491,21014,6
70,21014,8
81,21014,7
68,21014,6
80,21014,8
36,21014,7
2,21014,9
343,21014,10
86,21014,8
79,21014,8
342,21014,3
404,21014,8
243,21014,8
78,21014,8
242,21014,10
260,21014,8
524,21014,8
5,21014,8
401,21014,8
98,21014,8
444,21014,7
105,21404,3
145,21404,7
289,21404,7
132,21404,8
327,21404,8
303,21404,8
183,21404,5
110,21404,7
232,21404,7
148,21404,8
44,21404,9
476,21404,6
78,21404,8
135,21404,8
5,21404,7
419,21576,10
67,21576,6
22,21576,7
504,21576,9
21,21576,8
13,21576,8
10,21576,9
100,21576,9
163,21576,8
20,21576,8
16,21576,8
74,21576,7
106,21576,8
5,21576,7
56,21576,8
62,21659,8
366,21659,10
413,21659,4
108,21659,10
31,21659,8
95,21659,10
355,21659,8
25,21659,10
11,21659,10
162,21659,8
317,21659,10
68,21659,10
53,22074,9
186,22074,9
62,22074,8
3,22074,10
43,22074,9
66,22074,6
484,22074,9
26,22074,9
83,22074,7
510,22074,7
71,22074,7
25,22074,8
478,22074,9
380,22074,9
313,22074,10
2,22074,9
19,22074,9
56,22074,9
3,22252,6
45,22252,10
184,22252,6
125,22252,6
250,22252,9
39,22252,10
33,22252,10
38,22252,10
36,22252,1
87,22252,7
259,22252,7
22,22625,9
103,22625,9
203,22625,8
3,22625,10
14,22625,10
201,22625,10
200,22625,8
7,22625,10
154,22625,10
60,22625,8
325,22625,9
303,22625,9
359,22625,9
10,22625,10
38,22625,10
192,22625,9
179,22625,9
65,22625,9
149,22625,10
20,22625,10
379,22625,10
211,22625,9
16,22625,9
28,22625,10
74,22625,10
121,22625,9
160,22625,10
190,22625,10
72,22625,10
172,22625,10
491,22625,8
23,22625,10
0,22625,10
12,22625,10
4,22625,9
224,22625,10
525,22625,10
77,22625,10
135,22625,9
19,22625,9
43,23511,9
485,23511,9
481,23511,10
151,23511,10
96,23511,8
71,23511,10
37,23511,10
30,23511,10
210,23511,10
29,23511,4
119,23768,5
8,23768,7
307,23768,6
366,23768,5
361,23768,8
389,23768,6
322,23768,8
75,23768,6
89,23768,8
314,23768,7
407,23768,8
0,23768,7
262,23768,8
63,23768,8
50,23768,8
208,23768,8
292,23872,10
127,23872,8
528,23872,10
62,23872,8
219,23872,7
167,23872,7
84,23872,7
301,23872,9
24,23872,9
39,23872,10
33,23872,10
38,23872,10
347,23872,10
73,23872,8
47,23872,6
106,23872,9
120,23872,10
17,23872,9
41,23872,10
46,23872,10
445,23872,7
158,23902,8
515,23902,10
102,23902,7
144,23902,10
201,23902,9
415,23902,10
66,23902,7
130,23902,9
434,23902,7
362,23902,8
13,23902,7
26,23902,6
37,23902,5
213,23902,5
11,23902,5
428,23902,8
381,23902,6
350,23902,8
408,23902,8
279,23902,8
427,23902,9
476,23902,10
160,23902,9
15,23902,7
375,23902,10
47,23902,10
46,23902,5
448,23902,8
224,23902,8
87,23902,10
32,23902,9
342,23902,9
404,23902,7
525,23902,10
135,23902,8
533,24433,9
156,24433,8
126,24433,8
383,24433,8
148,24433,8
476,24433,8
47,24433,9
0,24433,8
371,24433,9
135,24433,7
260,24433,8
19,24433,9
341,24433,8
119,25409,6
257,25409,10
290,25409,10
8,25409,10
253,25409,7
357,25409,8
10,25409,10
39,25409,10
411,25409,10
55,25409,9
229,25409,7
313,25409,8
493,25409,10
423,25409,10
137,25409,9
446,25409,9
442,25409,9
310,25981,5
97,25981,5
307,25981,10
396,25981,10
362,25981,5
165,25981,5
84,25981,5
83,25981,5
352,25981,5
248,25981,5
299,25981,10
477,25981,10
246,25981,5
120,25981,5
137,25981,10
159,25981,10
69,25981,10
68,25981,10
54,25981,10
275,25981,10
136,25981,10
289,26057,8
199,26057,10
45,26057,10
9,26057,8
20,26057,10
15,26057,9
36,26057,10
401,26057,7
98,26057,10
341,26057,8
287,26544,9
487,26544,8
218,26544,9
9,26544,10
434,26544,7
6,26544,5
192,26544,9
74,26544,5
296,26544,9
2,26544,9
310,27472,9
308,27472,8
335,27472,6
14,27472,8
272,27472,10
466,27472,8
414,27472,8
66,27472,5
169,27472,9
527,27472,9
42,27472,8
59,27472,7
13,27472,10
128,27472,10
214,27472,9
301,27472,10
11,27472,8
232,27472,8
175,27472,10
492,27472,8
0,27472,10
81,27472,7
372,27472,10
5,27472,10
127,28177,9
146,28177,10
113,28177,7
133,28177,6
271,28177,8
484,28177,10
235,28177,6
141,28177,7
320,28177,7
20,28177,9
16,28177,10
44,28177,6
314,28177,4
177,28177,10
298,28177,9
116,28177,7
189,28177,8
35,28177,9
261,28177,8
222,28177,9
29,28177,8
135,28177,5
34,28177,5
19,28177,10
341,28177,6
171,28634,10
203,28634,10
102,28634,10
133,28634,10
271,28634,10
464,28634,10
252,28634,10
92,28634,10
108,28634,10
387,28634,10
26,28634,9
214,28634,9
181,28634,10
71,28634,10
37,28634,10
25,28634,10
24,28634,10
11,28634,10
40,28634,10
321,28634,10
354,28634,10
300,28634,9
150,28634,10
161,28634,9
230,28634,9
278,28634,7
15,28634,9
0,28634,10
46,28634,10
32,28634,7
18,29209,7
465,29209,8
255,29209,5
9,29209,10
496,29209,7
42,29209,5
510,29209,5
351,29209,7
106,29209,9
224,29209,8
223,29209,6
529,29259,10
258,29259,10
206,29259,10
400,29259,10
489,29259,10
9,29259,9
11,29259,9
178,29259,10
150,29259,10
89,29259,10
210,29259,10
15,29259,5
17,29259,10
41,29259,10
4,29259,10
56,29259,7
439,29526,10
286,29526,10
199,29526,10
330,29526,10
45,29526,10
39,29526,10
33,29526,10
38,29526,10
75,29526,10
319,29526,10
148,29526,9
405,29526,9
70,29526,10
2,29526,10
341,29526,10
507,29526,10
488,29855,5
108,29855,9
150,29855,10
408,29855,9
82,29855,6
90,29855,8
121,29855,6
277,29855,7
0,29855,9
12,29855,8
52,30276,6
102,30276,7
144,30276,6
273,30276,8
219,30276,6
285,30276,8
304,30276,6
42,30276,8
140,30276,7
1,30276,8
12,30276,6
421,30276,7
63,30276,7
119,30487,8
8,30487,8
126,30487,6
331,30487,7
366,30487,7
165,30487,9
26,30487,8
95,30487,6
37,30487,7
456,30487,8
428,30487,9
82,30487,6
70,30487,7
2,30487,8
342,30487,7
99,30487,7
523,30511,6
365,30511,7
169,30511,5
9,30511,7
379,30511,6
347,30511,7
190,30511,6
35,30511,9
342,30511,7
534,30511,8
29,30511,6
145,30533,8
52,30533,8
186,30533,8
468,30533,7
62,30533,8
200,30533,8
21,30533,7
7,30533,9
270,30533,9
497,30533,6
388,30533,9
387,30533,7
96,30533,6
31,30533,7
110,30533,8
48,30533,9
106,30533,10
223,30533,9
19,30533,8
127,30711,8
528,30711,7
61,30711,8
484,30711,8
238,30711,8
6,30711,8
389,30711,6
128,30711,9
10,30711,8
38,30711,7
107,30711,8
232,30711,8
347,30711,7
526,30711,6
525,30711,8
56,30711,8
187,30735,9
291,30735,7
27,30735,8
7,30735,10
45,30735,10
170,30735,10
112,30735,10
61,30735,10
66,30735,10
131,30735,10
198,30735,10
111,30735,9
254,30735,10
183,30735,10
152,30735,10
460,30735,9
10,30735,10
39,30735,10
33,30735,9
49,30735,9
38,30735,9
410,30735,10
20,30735,10
122,30735,9
160,30735,5
190,30735,9
68,30735,10
57,30735,10
2,30735,10
188,30735,4
243,30735,9
56,30735,8
105,30972,1
513,30972,8
200,30972,9
436,30972,7
393,30972,8
169,30972,8
60,30972,9
360,30972,8
496,30972,9
433,30972,5
84,30972,6
194,30972,9
142,30972,7
26,30972,9
123,30972,8
11,30972,8
385,30972,5
180,30972,9
353,30972,8
230,30972,8
44,30972,8
12,30972,9
294,30972,7
5,30972,10
14,30994,10
200,30994,9
485,30994,8
392,30994,9
361,30994,6
26,30994,9
213,30994,10
11,30994,10
44,30994,9
177,30994,8
176,30994,10
77,30994,10
19,30994,10
402,30994,10
98,30994,10
309,31315,7
469,31315,10
307,31315,9
287,31315,9
154,31315,10
182,31315,10
431,31315,10
96,31315,10
25,31315,6
162,31315,9
149,31315,6
319,31315,4
382,31315,10
317,31315,8
16,31315,9
41,31315,10
277,31315,8
276,31315,10
245,31315,10
374,31315,10
88,31315,9
145,31393,8
186,31393,8
171,31393,5
7,31393,10
269,31393,5
60,31393,8
193,31393,8
163,31393,5
49,31393,10
91,31393,5
247,31393,7
28,31393,8
375,31393,8
47,31393,10
72,31393,5
4,31393,8
79,31393,6
222,31393,8
524,31393,8
19,31393,8
259,31393,9
127,31556,8
97,31556,8
7,31556,8
112,31556,7
239,31556,8
9,31556,8
13,31556,10
164,31556,10
140,31556,8
173,31556,9
72,31556,9
23,31556,5
78,31556,7
371,31556,8
443,31556,5
105,31826,1
308,31826,10
335,31826,10
513,31826,10
333,31826,10
273,31826,10
438,31826,10
240,31826,7
271,31826,10
185,31826,10
436,31826,10
367,31826,10
395,31826,10
465,31826,10
414,31826,10
329,31826,10
143,31826,9
282,31826,10
153,31826,10
184,31826,10
125,31826,10
166,31826,10
1,31826,10
279,31826,10
492,31826,10
157,32148,10
417,32148,5
43,32148,7
84,32148,9
212,32148,8
455,32148,7
28,32148,9
116,32148,10
176,32148,3
54,32148,8
63,32148,9
291,32440,9
186,32440,7
515,32440,7
134,32440,9
334,32440,2
369,32440,9
511,32440,8
9,32440,9
84,32440,6
234,32440,7
352,32440,9
350,32440,9
231,32440,7
210,32440,7
279,32440,8
16,32440,8
94,32440,5
35,32440,9
4,32440,9
418,32599,7
240,32599,8
133,32599,7
130,32599,7
167,32599,8
282,32599,8
40,32599,8
76,32599,9
106,32599,7
208,32599,9
400,32773,9
332,32773,9
272,32773,9
7,32773,9
431,32773,9
251,32773,9
213,32773,9
140,32773,9
76,32773,4
