UserID,ISBN,Rating,numBooks,num_books_to_mask,book_rank,integer_isbn
6242,0142001430,7,26,7,22,224
6242,0140293248,5,26,7,23,79
6242,0060987103,7,26,7,24,29
6242,0060958022,6,26,7,25,221
6242,0060934417,7,26,7,26,50
6251,1400032717,10,30,9,1,506
6251,0786885688,8,30,9,2,257
6251,0786817070,8,30,9,3,291
6251,068484267X,8,30,9,4,102
6251,067976402X,8,30,9,5,14
6251,0679731148,7,30,9,6,369
6251,0670894605,8,30,9,7,286
6251,0609610597,3,30,9,8,502
6251,0446532231,10,30,9,9,124
6251,0441003257,10,30,9,10,388
6251,0440998050,10,30,9,11,164
6251,0440498058,10,30,9,12,128
6251,0440224675,6,30,9,13,181
6251,0440222656,7,30,9,14,123
6251,0440206154,7,30,9,15,40
6251,043935806X,9,30,9,16,10
6251,0439139597,10,30,9,17,39
6251,0439136350,10,30,9,18,33
6251,0394820371,10,30,9,19,352
6251,0385484518,7,30,9,20,20
6251,0380813815,10,30,9,21,231
6251,0380789035,7,30,9,22,148
6251,0375727345,6,30,9,23,16
6251,0375725784,4,30,9,24,139
6251,0316569321,8,30,9,25,70
6251,0312980140,7,30,9,26,69
6251,0312966091,9,30,9,27,54
6251,0140067477,10,30,9,28,244
6251,0061009059,7,30,9,29,63
6251,0060392452,10,30,9,30,85
6543,1573225789,9,19,5,1,207
6543,1400031354,7,19,5,2,67
6543,0805062971,8,19,5,3,505
6543,0767905385,7,19,5,4,398
6543,0446610038,9,19,5,5,42
6543,0446605484,10,19,5,6,194
6543,0440212561,8,19,5,7,140
6543,0425192725,8,19,5,8,411
6543,0385722206,6,19,5,9,65
6543,0385721420,7,19,5,10,249
6543,0380813815,10,19,5,11,231
6543,0345436911,8,19,5,12,264
6543,0345342968,8,19,5,13,106
6543,0312980140,8,19,5,14,69
6543,0312306326,6,19,5,15,275
6543,0142001740,9,19,5,16,4
6543,014025448X,8,19,5,17,223
6543,0061009059,8,19,5,18,63
6543,0060987103,10,19,5,19,29
6563,0786881852,8,22,6,1,309
6563,0786868716,10,22,6,2,22
6563,0767900383,3,22,6,3,336
6563,0743418174,9,22,6,4,8
6563,0684872153,1,22,6,5,171
6563,0671693816,7,22,6,6,287
6563,0671021001,2,22,6,7,27
6563,059035342X,8,22,6,8,7
6563,0446675059,8,22,6,9,302
6563,0440226430,9,22,6,10,31
6563,0440213525,9,22,6,11,30
6563,0440211727,10,22,6,12,24
6563,043935806X,10,22,6,13,10
6563,0439139600,9,22,6,14,100
6563,0385484518,10,22,6,15,20
6563,0385335830,7,22,6,16,455
6563,0312278586,7,22,6,17,36
6563,0061097101,10,22,6,18,261
6563,0060987529,8,22,6,19,114
6563,0060987103,8,22,6,20,29
6563,0060915544,9,22,6,21,98
6563,0060199652,8,22,6,22,341
6575,1400034779,9,56,16,1,53
6575,1400031354,9,56,16,2,67
6575,0804111359,2,56,16,3,337
6575,080410753X,8,56,16,4,220
6575,0804106304,9,56,16,5,52
6575,080410526X,5,56,16,6,97
6575,0743227441,7,56,16,7,157
6575,068484267X,9,56,16,8,102
6575,0679781587,9,56,16,9,3
6575,067976402X,7,56,16,10,14
6575,0679746048,9,56,16,11,113
6575,0679745203,8,56,16,12,201
6575,0679731148,7,56,16,13,369
6575,0679429220,6,56,16,14,156
6575,0671001795,9,56,16,15,43
6575,0609804138,8,56,16,16,101
6575,0553279912,7,56,16,17,66
6575,0452282152,6,56,16,18,9
6575,0451163966,8,56,16,19,483
6575,0446672211,8,56,16,20,6
6575,0446606812,2,56,16,21,84
6575,0446604666,7,56,16,22,390
6575,0385722206,9,56,16,23,65
6575,0385720106,7,56,16,24,91
6575,0385484518,6,56,16,25,20
6575,0385335482,5,56,16,26,55
6575,038533334X,4,56,16,27,379
6575,0380977788,9,56,16,28,232
6575,0380002930,4,56,16,29,122
6575,0375760911,7,56,16,30,229
6575,0375725784,7,56,16,31,139
6575,0375706771,7,56,16,32,28
6575,0375705856,8,56,16,33,265
6575,0375502238,7,56,16,34,452
6575,0345413350,5,56,16,35,519
6575,0345391802,8,56,16,36,347
6575,034536676X,7,56,16,37,375
6575,0316777722,9,56,16,38,423
6575,0316776963,8,56,16,39,64
6575,0312990456,9,56,16,40,115
6575,0312980140,9,56,16,41,69
6575,0312966970,9,56,16,42,57
6575,0312282990,9,56,16,43,226
6575,0312265867,9,56,16,44,136
6575,0312243022,7,56,16,45,312
6575,0312195516,8,56,16,46,2
6575,0142001740,8,56,16,47,4
6575,0141000198,4,56,16,48,188
6575,0140298479,6,56,16,49,87
6575,014029628X,7,56,16,50,86
6575,0140293248,8,56,16,51,79
6575,014028009X,4,56,16,52,32
6575,0060987103,9,56,16,53,29
6575,0060934417,9,56,16,54,50
6575,0060928336,8,56,16,55,5
6575,0060502258,8,56,16,56,56
7125,1400031354,10,10,3,1,67
7125,0786868716,10,10,3,2,22
7125,0743418174,8,10,3,3,8
7125,0671028375,9,10,3,4,466
7125,038079487X,7,10,3,5,90
7125,0375760911,9,10,3,6,229
7125,0375727345,7,10,3,7,16
7125,0140293248,6,10,3,8,79
7125,0060930535,8,10,3,9,19
7125,0060096195,8,10,3,10,442
7158,155874262X,7,16,4,1,206
7158,074343627X,1,16,4,2,308
7158,0671510053,9,16,4,3,126
7158,0671038184,8,16,4,4,200
7158,0553582747,8,16,4,5,465
7158,0446672211,8,16,4,6,6
7158,0446611085,8,16,4,7,236
7158,0446610399,9,16,4,8,195
7158,0446608955,9,16,4,9,92
7158,0446605484,8,16,4,10,194
7158,0446605239,10,16,4,11,59
7158,0446520802,10,16,4,12,389
7158,0440226104,7,16,4,13,214
7158,0375502238,4,16,4,14,452
7158,0316693235,5,16,4,15,276
7158,0142000205,9,16,4,16,88
7283,0743418174,8,11,3,1,8
7283,0671004107,8,11,3,2,503
7283,044023722X,10,11,3,3,26
7283,0385722206,10,11,3,4,65
7283,0385504209,9,11,3,5,1
7283,0375707972,10,11,3,6,44
7283,0345441036,8,11,3,7,477
7283,0345380371,8,11,3,8,246
7283,0312278586,9,11,3,9,36
7283,0060987103,9,11,3,10,29
7283,0060934417,10,11,3,11,50
7346,1559029838,8,46,13,1,470
7346,155874262X,7,46,13,2,206
7346,080410753X,8,46,13,3,220
7346,0804106304,9,46,13,4,52
7346,0786868716,7,46,13,5,22
7346,0743227441,9,46,13,6,157
7346,0684872153,7,46,13,7,171
7346,0671617028,8,46,13,8,272
7346,0671001795,8,46,13,9,43
7346,0670892963,7,46,13,10,199
7346,0609804138,7,46,13,11,101
7346,0590353403,10,46,13,12,45
7346,0553284789,6,46,13,13,170
7346,0451526341,8,46,13,14,130
7346,0449219461,7,46,13,15,183
7346,0449219364,8,46,13,16,152
7346,0449003787,8,46,13,17,324
7346,0446359866,7,46,13,18,358
7346,0440241073,8,46,13,19,118
7346,0440236673,8,46,13,20,83
7346,0440234743,9,46,13,21,96
7346,0440225701,10,46,13,22,95
7346,0440221471,9,46,13,23,71
7346,043936213X,9,46,13,24,479
7346,0425154092,8,46,13,25,178
7346,0425147622,8,46,13,26,150
7346,0385730586,7,46,13,27,212
7346,0385479565,8,46,13,28,280
7346,0385335881,8,46,13,29,107
7346,0380977788,9,46,13,30,232
7346,0375726403,8,46,13,31,48
7346,0345391055,7,46,13,32,278
7346,0345380371,9,46,13,33,246
7346,0345370775,8,46,13,34,15
7346,0345361792,9,46,13,35,47
7346,0345348036,8,46,13,36,426
7346,0316096199,8,46,13,37,51
7346,0312980140,8,46,13,38,69
7346,0312976275,7,46,13,39,94
7346,0312966970,8,46,13,40,57
7346,0312924585,9,46,13,41,46
7346,0312265867,6,46,13,42,136
7346,014029628X,8,46,13,43,86
7346,0064472272,6,46,13,44,372
7346,0060987103,7,46,13,45,29
7346,0060096195,8,46,13,46,442
7915,0786868716,10,16,4,1,22
7915,0679745203,5,16,4,2,201
7915,0609804138,3,16,4,3,101
7915,0553272535,8,16,4,4,270
7915,0452282152,9,16,4,5,9
7915,0440226430,7,16,4,6,31
7915,044022103X,7,16,4,7,355
7915,0440215625,10,16,4,8,213
7915,0440212561,9,16,4,9,140
7915,0385504209,10,16,4,10,1
7915,0375706771,8,16,4,11,28
7915,0312980140,10,16,4,12,69
7915,0312976275,10,16,4,13,94
7915,0312966091,8,16,4,14,54
7915,0312195516,10,16,4,15,2
7915,0061009059,8,16,4,16,63
8066,1573225517,7,14,4,1,490
8066,0871136791,7,14,4,2,339
8066,0767905385,7,14,4,3,398
8066,0767900383,8,14,4,4,336
8066,0743418174,8,14,4,5,8
8066,0679734775,7,14,4,6,256
8066,0446672211,7,14,4,7,6
8066,044023722X,7,14,4,8,26
8066,0345446860,8,14,4,9,450
8066,0312243022,9,14,4,10,312
8066,0156027321,9,14,4,11,35
8066,0142001740,10,14,4,12,4
8066,014100018X,8,14,4,13,294
8066,0060502258,9,14,4,14,56
8067,0671001795,10,16,4,1,43
8067,0446606812,8,16,4,2,84
8067,0385472951,10,16,4,3,317
8067,0385335830,9,16,4,4,455
8067,0375760911,10,16,4,5,229
8067,031298328X,10,16,4,6,373
8067,0312983271,10,16,4,7,159
8067,0312980159,10,16,4,8,421
8067,0312980140,10,16,4,9,69
8067,0312971346,10,16,4,10,68
8067,0312966970,10,16,4,11,57
8067,0312306326,7,16,4,12,275
8067,0312265859,10,16,4,13,262
8067,014028009X,5,16,4,14,32
8067,0061009059,10,16,4,15,63
8067,0060096195,10,16,4,16,442
8245,140003065X,9,26,7,1,517
8245,080213825X,8,26,7,2,516
8245,0684874350,8,26,7,3,134
8245,0671708635,8,26,7,4,467
8245,0671038184,8,26,7,5,200
8245,0609804138,9,26,7,6,101
8245,0553268880,9,26,7,7,169
8245,0515131229,8,26,7,8,168
8245,0452284449,9,26,7,9,255
8245,0452282829,6,26,7,10,60
8245,0452282152,10,26,7,11,9
8245,0446606324,9,26,7,12,495
8245,0440224764,8,26,7,13,58
8245,0440215625,7,26,7,14,213
8245,044021145X,9,26,7,15,11
8245,0439064872,8,26,7,16,49
8245,039592720X,8,26,7,17,456
8245,0385722206,7,26,7,18,65
8245,0345446860,7,26,7,19,450
8245,0316969443,7,26,7,20,296
8245,0316777722,8,26,7,21,423
8245,0312195516,9,26,7,22,2
8245,0156528207,8,26,7,23,518
8245,0156027321,9,26,7,24,35
8245,0142001430,9,26,7,25,224
8245,0060199652,6,26,7,26,341
8253,080411109X,9,30,9,1,187
8253,0679781587,10,30,9,2,3
8253,067976402X,10,30,9,3,14
8253,0671867113,10,30,9,4,333
8253,0671021001,10,30,9,5,27
8253,0590353403,8,30,9,6,45
8253,0449212602,10,30,9,7,93
8253,0446531332,10,30,9,8,281
8253,0446520802,10,30,9,9,389
8253,0446310786,10,30,9,10,13
8253,0441172717,9,30,9,11,268
8253,044021145X,9,30,9,12,11
8253,0425152251,10,30,9,13,457
8253,039592720X,10,30,9,14,456
8253,038572179X,10,30,9,15,233
8253,0380977788,10,30,9,16,232
8253,0375726403,7,30,9,17,48
8253,0375703861,8,30,9,18,427
8253,0345436911,8,30,9,19,264
8253,034536676X,10,30,9,20,375
8253,0316666343,10,30,9,21,0
8253,0316601950,9,30,9,22,12
8253,0316569321,10,30,9,23,70
8253,014023313X,10,30,9,24,342
8253,0060977493,8,30,9,25,135
8253,0060930535,10,30,9,26,19
8253,0060929871,10,30,9,27,208
8253,0060928336,10,30,9,28,5
8253,0060915544,9,30,9,29,98
8253,0060391626,9,30,9,30,259
8454,1400032717,10,26,7,1,506
8454,0805063897,9,26,7,2,119
8454,076790592X,8,26,7,3,533
8454,0767905180,8,26,7,4,204
8454,0743418174,8,26,7,5,8
8454,0679781587,10,26,7,6,3
8454,0679731148,10,26,7,7,369
8454,0452269571,10,26,7,8,217
8454,038572179X,8,26,7,9,233
8454,0385720106,6,26,7,10,91
8454,0375703861,7,26,7,11,427
8454,0375412824,6,26,7,12,406
8454,0316781266,8,26,7,13,227
8454,0316780375,8,26,7,14,277
8454,0316601950,9,26,7,15,12
8454,0316569321,6,26,7,16,70
8454,0156027321,9,26,7,17,35
8454,0142001805,8,26,7,18,472
8454,0142001740,9,26,7,19,4
8454,0142000205,7,26,7,20,88
8454,0140298479,8,26,7,21,87
8454,0140293248,7,26,7,22,79
8454,0060987561,6,26,7,23,77
8454,0060987529,9,26,7,24,114
8454,0060987103,10,26,7,25,29
8454,0060977493,8,26,7,26,135
10314,1573229326,7,21,6,1,158
10314,1573225789,8,21,6,2,207
10314,1558744150,6,21,6,3,258
10314,0786867647,9,21,6,4,399
10314,0743418174,9,21,6,5,8
10314,0743227441,9,21,6,6,157
10314,068484477X,7,21,6,7,62
10314,0553572997,8,21,6,8,132
10314,0446310786,9,21,6,9,13
10314,038572179X,7,21,6,10,233
10314,0385265700,6,21,6,11,82
10314,0380730138,5,21,6,12,211
10314,0375727132,6,21,6,13,315
10314,0375702709,7,21,6,14,298
10314,0375700757,6,21,6,15,116
10314,0316776963,7,21,6,16,64
10314,0316601950,8,21,6,17,12
10314,0312195516,9,21,6,18,2
10314,0142000205,6,21,6,19,88
10314,014023313X,5,21,6,20,342
10314,0060976845,9,21,6,21,34
10447,155874262X,6,22,6,1,206
10447,0786868716,7,22,6,2,22
10447,0743412028,4,22,6,3,289
10447,0743237188,3,22,6,4,103
10447,068484477X,9,22,6,5,62
10447,0671041789,7,22,6,6,133
10447,0452284449,9,22,6,7,255
10447,0452282152,7,22,6,8,9
10447,0451203895,5,22,6,9,434
10447,0449212602,9,22,6,10,93
10447,0385505833,7,22,6,11,75
10447,038079487X,7,22,6,12,90
10447,0375703055,6,22,6,13,177
10447,0375700757,9,22,6,14,116
10447,0345465083,10,22,6,15,451
10447,0316789089,3,22,6,16,424
10447,014025448X,9,22,6,17,223
10447,0060987529,9,22,6,18,114
10447,0060976845,8,22,6,19,34
10447,0060928336,9,22,6,20,5
10447,0060916508,7,22,6,21,445
10447,0060915544,9,22,6,22,98
10560,0767905385,8,14,4,1,398
10560,0743418174,8,14,4,2,8
10560,0671027360,8,14,4,3,18
10560,059035342X,10,14,4,4,7
10560,0452284449,8,14,4,5,255
10560,043935806X,10,14,4,6,10
10560,0439139600,9,14,4,7,100
10560,0439136369,10,14,4,8,163
10560,0439064872,10,14,4,9,49
10560,0385504209,10,14,4,10,1
10560,0375760911,10,14,4,11,229
10560,0345384466,8,14,4,12,175
10560,0316666343,8,14,4,13,0
10560,0312195516,9,14,4,14,2
11224,155874262X,8,15,4,1,206
11224,0971880107,1,15,4,2,105
11224,0679444815,5,15,4,3,439
11224,0670892963,8,15,4,4,199
11224,067088300X,6,15,4,5,331
11224,0452260116,2,15,4,6,412
11224,0440234743,6,15,4,7,96
11224,0440224764,7,15,4,8,58
11224,0440220602,7,15,4,9,37
11224,0425169863,5,15,4,10,162
11224,0385504209,9,15,4,11,1
11224,0385424728,7,15,4,12,380
11224,0316781142,5,15,4,13,491
11224,0316666343,9,15,4,14,0
11224,0061009059,7,15,4,15,63
11676,1844262553,8,329,98,1,536
11676,1592400876,9,329,98,2,419
11676,1573229571,7,329,98,3,340
11676,1573229326,7,329,98,4,158
11676,1573227331,5,329,98,5,523
11676,1573225789,10,329,98,6,207
11676,1559029838,9,329,98,7,470
11676,1558745157,10,329,98,8,292
11676,1558744150,10,329,98,9,258
11676,155874262X,7,329,98,10,206
11676,1400031354,8,329,98,11,67
11676,0971880107,6,329,98,12,105
11676,0894805770,10,329,98,13,489
11676,0871136791,8,329,98,14,339
11676,0842329242,8,329,98,15,310
11676,0842329218,10,329,98,16,205
11676,0842329129,9,329,98,17,104
11676,0812550706,9,329,98,18,146
11676,0812511816,8,329,98,19,528
11676,0805062971,10,329,98,20,505
11676,0804114986,8,329,98,21,145
11676,0804111359,6,329,98,22,337
11676,080411109X,9,329,98,23,187
11676,080410753X,8,329,98,24,220
11676,080410526X,6,329,98,25,97
11676,080213825X,3,329,98,26,516
11676,0802130208,3,329,98,27,441
11676,0786885688,9,329,98,28,257
11676,0786881852,6,329,98,29,309
11676,0786868716,9,329,98,30,22
11676,0767905385,10,329,98,31,398
11676,0767902521,8,329,98,32,186
11676,0767900383,8,329,98,33,336
11676,0743467523,8,329,98,34,418
11676,074343627X,10,329,98,35,308
11676,0743436210,8,329,98,36,397
11676,0743418204,10,329,98,37,290
11676,0743418174,8,329,98,38,8
11676,0743412028,7,329,98,39,289
11676,0743411250,8,329,98,40,530
11676,0743237188,6,329,98,41,103
11676,0743225406,10,329,98,42,417
11676,0743211383,8,329,98,43,416
11676,0743206045,8,329,98,44,469
11676,0743203631,7,329,98,45,468
11676,0688177751,8,329,98,46,288
11676,0684874350,7,329,98,47,134
11676,0684872153,9,329,98,48,171
11676,0684867621,3,329,98,49,307
11676,0684865742,8,329,98,50,203
11676,0684848783,6,329,98,51,370
11676,068484477X,4,329,98,52,62
11676,0684833395,8,329,98,53,504
11676,0684801523,5,329,98,54,144
11676,067976402X,10,329,98,55,14
11676,0679751521,9,329,98,56,202
11676,0679745203,10,329,98,57,201
11676,0679734775,9,329,98,58,256
11676,0679731148,5,329,98,59,369
11676,0671793489,8,329,98,60,273
11676,0671693816,10,329,98,61,287
11676,0671510053,9,329,98,62,126
11676,0671042858,10,329,98,63,240
11676,0671042262,7,329,98,64,437
11676,0671041789,5,329,98,65,133
11676,0671038184,4,329,98,66,200
11676,0671028375,10,329,98,67,466
11676,0671027387,10,329,98,68,368
11676,0671027344,8,329,98,69,535
11676,067102423X,8,329,98,70,185
11676,0671014196,8,329,98,71,487
11676,0671011367,8,329,98,72,512
11676,0671004573,10,329,98,73,436
11676,0671004530,7,329,98,74,367
11676,0671003755,1,329,98,75,21
11676,0671001795,10,329,98,76,43
11676,0670894605,10,329,98,77,286
11676,0670892963,7,329,98,78,199
11676,0670880728,5,329,98,79,330
11676,0609804138,10,329,98,80,101
11676,0609610597,6,329,98,81,502
11676,059035342X,10,329,98,82,7
11676,0590353403,8,329,98,83,45
11676,0553582747,7,329,98,84,465
11676,0553582526,9,329,98,85,486
11676,0553582135,8,329,98,86,464
11676,0553582127,7,329,98,87,463
11676,0553580221,9,329,98,88,414
11676,0553579754,8,329,98,89,329
11676,0553574574,10,329,98,90,485
11676,0553572997,7,329,98,91,132
11676,055356451X,9,329,98,92,393
11676,0553375407,10,329,98,93,521
11676,0553296981,7,329,98,94,155
11676,0553284789,4,329,98,95,170
11676,0553280368,10,329,98,96,112
11676,0553280341,10,329,98,97,61
11676,0553279556,6,329,98,98,131
11676,0553279378,8,329,98,99,219
11676,0553277472,7,329,98,100,365
11676,0553273914,6,329,98,101,327
11676,0553272535,10,329,98,102,270
11676,0553268880,10,329,98,103,169
11676,055321313X,7,329,98,104,239
11676,0515136530,10,329,98,105,285
11676,0515136379,7,329,98,106,284
11676,0515135062,9,329,98,107,500
11676,0515133973,6,329,98,108,499
11676,051513287X,10,329,98,109,306
11676,0515132187,9,329,98,110,498
11676,0515132020,10,329,98,111,269
11676,0515128554,8,329,98,112,218
11676,0515126772,10,329,98,113,304
11676,0452283205,7,329,98,114,484
11676,0452282829,10,329,98,115,60
11676,0452282195,8,329,98,116,392
11676,0452269571,9,329,98,117,217
11676,0452264464,8,329,98,118,325
11676,0451526341,10,329,98,119,130
11676,0451184963,9,329,98,120,143
11676,0451172817,8,329,98,121,184
11676,0451169530,5,329,98,122,197
11676,0451156609,7,329,98,123,166
11676,0449912558,10,329,98,124,482
11676,0449221482,7,329,98,125,238
11676,0449219364,7,329,98,126,152
11676,0449212602,10,329,98,127,93
11676,0449006522,8,329,98,128,481
11676,0449005615,10,329,98,129,165
11676,0449003787,7,329,98,130,324
11676,0446675059,8,329,98,131,302
11676,0446672211,10,329,98,132,6
11676,0446670251,8,329,98,133,216
11676,0446612790,8,329,98,134,129
11676,0446612545,6,329,98,135,237
11676,0446611867,8,329,98,136,253
11676,0446611808,9,329,98,137,527
11676,0446611212,6,329,98,138,215
11676,0446610399,10,329,98,139,195
11676,0446610038,10,329,98,140,42
11676,0446609404,5,329,98,141,252
11676,0446608955,7,329,98,142,92
11676,0446608815,6,329,98,143,235
11676,0446607711,9,329,98,144,433
11676,0446606189,9,329,98,145,182
11676,0446605239,6,329,98,146,59
11676,0446604801,8,329,98,147,234
11676,0446604666,10,329,98,148,390
11676,0446601241,9,329,98,149,142
11676,0446532231,7,329,98,150,124
11676,0446531332,9,329,98,151,281
11676,0446520802,10,329,98,152,389
11676,044651862X,10,329,98,153,359
11676,044651652X,8,329,98,154,108
11676,0446364193,8,329,98,155,141
11676,0441790348,8,329,98,156,357
11676,0441569595,8,329,98,157,480
11676,0441003257,7,329,98,158,388
11676,0440998050,10,329,98,159,164
11676,0440498058,8,329,98,160,128
11676,0440241073,8,329,98,161,118
11676,044023722X,8,329,98,162,26
11676,0440236673,8,329,98,163,83
11676,0440235596,6,329,98,164,193
11676,0440234743,9,329,98,165,96
11676,0440226430,7,329,98,166,31
11676,0440226104,7,329,98,167,214
11676,0440225701,8,329,98,168,95
11676,0440224675,8,329,98,169,181
11676,0440224624,7,329,98,170,459
11676,0440222656,1,329,98,171,123
11676,0440221595,7,329,98,172,356
11676,0440221471,9,329,98,173,71
11676,044022103X,8,329,98,174,355
11676,0440219078,7,329,98,175,301
11676,0440215625,8,329,98,176,213
11676,0440213525,5,329,98,177,30
11676,044021145X,1,329,98,178,11
11676,0440211263,8,329,98,179,250
11676,0440180295,8,329,98,180,267
11676,043936213X,10,329,98,181,479
11676,0439139600,10,329,98,182,100
11676,0439139597,8,329,98,183,39
11676,0439136369,9,329,98,184,163
11676,0439064872,8,329,98,185,49
11676,0439064864,10,329,98,186,38
11676,0425192725,9,329,98,187,411
11676,0425182878,9,329,98,188,386
11676,0425180638,9,329,98,189,354
11676,0425169863,8,329,98,190,162
11676,0425167313,8,329,98,191,192
11676,0425163407,8,329,98,192,180
11676,0425162443,6,329,98,193,179
11676,042516098X,5,329,98,194,430
11676,0425158616,10,329,98,195,353
11676,0425154092,8,329,98,196,178
11676,0425147622,5,329,98,197,150
11676,0399150897,8,329,98,198,429
11676,0399144463,5,329,98,199,509
11676,039592720X,8,329,98,200,456
11676,0394820371,10,329,98,201,352
11676,0385722206,9,329,98,202,65
11676,0385720106,8,329,98,203,91
11676,0385512104,9,329,98,204,383
11676,0385511612,10,329,98,205,161
11676,038550926X,5,329,98,206,266
11676,0385508042,9,329,98,207,248
11676,0385505833,8,329,98,208,75
11676,0385504209,9,329,98,209,1
11676,0385503822,8,329,98,210,299
11676,038550120X,10,329,98,211,149
11676,0385493800,8,329,98,212,382
11676,038549081X,9,329,98,213,350
11676,0385484518,9,329,98,214,20
11676,0385479565,10,329,98,215,280
11676,0385474016,10,329,98,216,247
11676,0385472951,10,329,98,217,317
11676,0385424736,8,329,98,218,409
11676,038542017X,8,329,98,219,316
11676,0385336179,7,329,98,220,349
11676,0385335881,8,329,98,221,107
11676,0385335830,8,329,98,222,455
11676,0385335482,10,329,98,223,55
11676,0385265700,7,329,98,224,82
11676,038082101X,8,329,98,225,494
11676,0380813815,5,329,98,226,231
11676,038079487X,10,329,98,227,90
11676,0380789019,7,329,98,228,348
11676,0380731851,6,329,98,229,191
11676,0380727501,7,329,98,230,378
11676,0380718340,10,329,98,231,89
11676,0380718332,9,329,98,232,210
11676,0380710218,8,329,98,233,230
11676,0380018179,6,329,98,234,279
11676,0380002930,5,329,98,235,122
11676,0375760911,6,329,98,236,229
11676,0375727345,7,329,98,237,16
11676,0375727132,8,329,98,238,315
11676,0375726403,7,329,98,239,48
11676,0375707972,9,329,98,240,44
11676,0375706771,6,329,98,241,28
11676,0375703055,7,329,98,242,177
11676,0375702709,7,329,98,243,298
11676,0375502238,7,329,98,244,452
11676,0375412824,9,329,98,245,406
11676,0374129983,5,329,98,246,508
11676,0345465083,7,329,98,247,451
11676,0345444884,9,329,98,248,376
11676,0345438329,6,329,98,249,147
11676,0345435168,3,329,98,250,405
11676,0345417623,10,329,98,251,176
